,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
163,Jersey Boys,2014,R,20 Jun 2014,134 min,"Biography, Drama, Music, Musical",Clint Eastwood,"Marshall Brickman (screenplay), Rick Elice (screenplay), Marshall Brickman (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons""), Rick Elice (musical book ""Jersey Boys: The Story of Frankie Valli & the Four Seasons"")","Vincent Piazza, John Lloyd Young, Steve Schirripa, Christopher Walken",The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,"English, Italian, French",USA,4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyMjA2OTM0NF5BMl5BanBnXkFtZTgwMzY2MTI2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.8,"29,839",tt1742044,movie,11 Nov 2014,N/A,Warner Bros. Pictures,http://www.facebook.com/JerseyBoysMovie,True
164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
165,Earth to Echo,2014,PG,02 Jul 2014,91 min,"Adventure, Family, Sci-Fi",Dave Green,"Henry Gayden (screenplay by), Henry Gayden (story by), Andrew Panay (story by)","Teo Halm, Astro, Reese Hartwig, Ella Wahlestedt","After receiving a bizarre series of encrypted messages, a group of kids embark on an adventure with an alien who needs their help.",English,USA,2 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjEwMzA5Nzk2Ml5BMl5BanBnXkFtZTgwMDM2NzE4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.8,"17,486",tt2183034,movie,20 Oct 2014,N/A,Relativity Media,http://CallHimEcho.com,True
166,Transformers: Age of Extinction,2014,PG-13,27 Jun 2014,165 min,"Action, Adventure, Sci-Fi",Michael Bay,Ehren Kruger,"Mark Wahlberg, Stanley Tucci, Kelsey Grammer, Nicola Peltz","When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",English,"USA, China, Hong Kong",5 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1OTMyODA5M15BMl5BanBnXkFtZTgwMjc2MDk3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.7,"279,784",tt2109248,movie,30 Sep 2014,"$206,755,538",Paramount Pictures,http://TransformersMovie.com,True
167,Think Like a Man Too,2014,PG-13,20 Jun 2014,106 min,"Comedy, Romance",Tim Story,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)","Adam Brody, Michael Ealy, Jerry Ferrara, Meagan Good","All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",English,USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2NjMxNjU1OF5BMl5BanBnXkFtZTgwMTI1OTgxMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.8,"18,212",tt2239832,movie,16 Sep 2014,N/A,Sony Pictures,http://www.sonypictures.com/movies/thinklikeamantoo/,True
168,Dawn of the Planet of the Apes,2014,PG-13,11 Jul 2014,130 min,"Action, Adventure, Drama, Sci-Fi",Matt Reeves,"Mark Bomback, Rick Jaffa, Amanda Silver, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)","Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell",A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,"English, American Sign Language","USA, UK, Canada",Nominated for 1 Oscar. Another 16 wins & 47 nominations.,https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.6,"385,385",tt2103281,movie,02 Dec 2014,"$183,278,877",20th Century Fox,http://www.apes2014.com/,True
169,The Breakup Guru,2014,N/A,27 Jun 2014,114 min,Comedy,"Chao Deng, Baimei Yu",Baimei Yu,"Chao Deng, Mi Yang, Chao Liang, Yan Liu","A professional ""Breakup Guru"" is hired by a client to end a relationship.",Mandarin,China,N/A,https://m.media-amazon.com/images/M/MV5BMjE0MjkzNTYxMV5BMl5BanBnXkFtZTgwMzg4MDMwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",N/A,4.3,405,tt3667798,movie,N/A,N/A,China Lion Film Distribution,http://www.thebreakupguru.com/,True
170,Ek Villain,2014,Not Rated,27 Jun 2014,129 min,"Action, Crime, Drama, Thriller",Mohit Suri,"Tushar Hiranandani, Milap Zaveri (dialogue)","Sidharth Malhotra, Riteish Deshmukh, Shraddha Kapoor, Shaad Randhawa","When his lover becomes the latest victim of a serial killer, Guru blurs the line between good and evil in his pursuit of revenge.",Hindi,India,7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzODMxNDU3MF5BMl5BanBnXkFtZTgwMDAzNjMxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"14,320",tt3175038,movie,N/A,"$414,116",Eros Entertainment,https://www.facebook.com/ekvillain,True
171,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
172,Snowpiercer,2013,R,11 Jul 2014,126 min,"Action, Drama, Sci-Fi",Joon-ho Bong,"Joon-ho Bong (screenplay), Kelly Masterson (screenplay), Joon-ho Bong (screen story), Jacques Lob (based on Le Transperceneige by), Benjamin Legrand (based on Le Transperceneige by), Jean-Marc Rochette (based on Le Transperceneige by)","Chris Evans, Kang-ho Song, Ed Harris, John Hurt","Set in a future where a failed climate-change experiment kills all life on the planet except for a lucky few who boarded the Snowpiercer, a train that travels around the globe, where a class system emerges.","English, Korean, French, Japanese, Czech, German","South Korea, Czech Republic",33 wins & 103 nominations.,https://m.media-amazon.com/images/M/MV5BOTdjM2NmZTgtYTFlMS00ZWE1LWExNzItZWEyZGE3NjE3OWQ5XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.1,"231,448",tt1706620,movie,21 Oct 2014,"$2,786,828",Radius-TWC,http://snowpiercer-film.com/,True
173,Whitey: United States of America v. James J. Bulger,2014,R,27 Jun 2014,107 min,"Documentary, Biography, Crime",Joe Berlinger,N/A,"Stephen Rakes, James 'Whitey' Bulger, Tommy Donahue, David Boeri","A look at James 'Whitey' Bulger, one of the most infamous criminals in American history.",English,USA,6 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwNDQ4MTA2OF5BMl5BanBnXkFtZTgwNTc4ODU3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.8,"2,672",tt3326366,movie,13 Oct 2014,N/A,Magnolia Pictures,http://www.magpictures.com/whitey/,True
174,America: Imagine the World Without Her,2014,PG-13,02 Jul 2014,105 min,Documentary,"Dinesh D'Souza, John Sullivan","Dinesh D'Souza, John Sullivan, Bruce Schooley","Dinesh D'Souza, Barack Obama, Josh Bonzie, Rich Bentz","A story that questions the shaming of the US through revisionist history, lies and omissions by educational institutions, political organizations, Alinsky, Barack Obama, Hillary Clinton and other progressives to destroy America.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMjM0MjgyOTQ4NF5BMl5BanBnXkFtZTgwOTQ1NzQ3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",15,5.5,"6,276",tt2785390,movie,28 Oct 2014,"$14,438,086",Lionsgate Films,http://www.americathemovie.com/,True
175,Deliver Us from Evil,2014,R,02 Jul 2014,118 min,"Horror, Mystery, Thriller",Scott Derrickson,"Scott Derrickson (screenplay), Paul Harris Boardman (screenplay), Ralph Sarchie (book), Lisa Collier Cool (book)","Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy","New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","English, Spanish, Latin, Italian",USA,2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYWVlM2Y2NDUtOTYyMi00ZDY2LTkyZDAtZGRkM2FhNmNjM2EyXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.2,"62,896",tt2377322,movie,28 Oct 2014,"$18,871,466",Sony Pictures,http://www.sonypictures.com/movies/deliverusfromevil/,True
176,Premature,2014,R,02 Jul 2014,93 min,"Comedy, Fantasy",Dan Beers,"Dan Beers (screenplay), Mathew Harawitz (screenplay)","John Karna, Caroline Traywick, Kate Kneeland, Steve Coulter","A high school senior has to re-live losing his virginity over and over again until he gets it right, with the right girl.","English, French",USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2OTQ2NDEzMF5BMl5BanBnXkFtZTgwMjA3MjAwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.8,"8,875",tt2182256,movie,04 Nov 2014,N/A,Morningwood Productions,N/A,True
177,School Dance,2014,R,02 Jul 2014,85 min,"Comedy, Drama, Music",Nick Cannon,"Nick Cannon, Nile Evans","Patrick Warburton, Tiffany Haddish, Wilmer Valderrama, Pete Davidson",A high school freshman wants to be part of the most popular dance clique in his school but he tends to freeze in the spotlight and has no clue how he's going to pass the initiation.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzEwMDEwMzUwNV5BMl5BanBnXkFtZTgwMTk0MjU5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}]",N/A,4.6,"1,244",tt2179936,movie,07 Oct 2014,N/A,Film Arcade,N/A,True
178,Tammy,2014,R,02 Jul 2014,97 min,"Comedy, Romance",Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Susan Sarandon, Kathy Bates, Allison Janney","After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.",English,USA,1 win & 7 nominations.,"https://m.media-amazon.com/images/M/MV5BMjIyMDg1ODM5OV5BMl5BanBnXkFtZTgwMTM4NzgxMTE@._V1._CR3,3,863,1275_SY132_CR0,0,89,132_AL_.jpg_V1_SX300.jpg","[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,4.9,"43,723",tt2103254,movie,11 Nov 2014,"$51,033,986",Warner Bros. Pictures,http://tammymovie.com/?utm_source=semgoogle&amp;utm_medium=Tammy_Pre-O_Branded_Title,True
179,Desert Dancer,2014,PG-13,22 Apr 2016,104 min,"Biography, Drama, Music",Richard Raymond,"Jon Croker (screenplay), Afshin Ghaffarian (based on the life story of)","Nazanin Boniadi, Freida Pinto, Tom Cullen, Marama Corlett",Afshin Ghaffarian risks everything to start a dance company amidst his home country of Iran's politically volatile climate and the nation's ban on dancing.,English,"UK, United Arab Emirates, Romania, Morocco",2 nominations.,https://m.media-amazon.com/images/M/MV5BMjI5NzA2NjQ2MV5BMl5BanBnXkFtZTgwNzgzNTEyNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,6.2,"1,632",tt2403393,movie,01 Dec 2015,N/A,Relativity Media,http://www.facebook.com/desertdancerthemovie,True
180,The Anomaly,2014,Not Rated,04 Jul 2014,97 min,"Action, Sci-Fi, Thriller",Noel Clarke,"Simon Lewis, Noel Clarke (additional material by)","Noel Clarke, Ian Somerhalder, Brian Cox, Alexis Knapp","An ex-soldier named Ryan Reeve is taken captive by the ""Anomaly"" organization where he learns that he only has 9:47 minutes/seconds to find out why they want him dead.",English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BYzQ0MTIyOTEtZGI1Mi00NzgwLWE2NzAtNTU2NmEwZTM3NTVmXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,4.8,"6,759",tt2962726,movie,N/A,N/A,N/A,N/A,True
181,Planes: Fire & Rescue,2014,PG,18 Jul 2014,83 min,"Animation, Adventure, Comedy, Family",Roberts Gannaway,"Roberts Gannaway (story and screenplay by), Jeffrey M. Howard (story and screenplay by)","Dane Cook, Ed Harris, Julie Bowen, Curtis Armstrong","When Dusty learns that his engine is damaged and he may never race again, he joins a forest fire and rescue unit to be trained as a firefighter, or else his air strip will be shut down.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMTcwMjY4NDM4OF5BMl5BanBnXkFtZTgwMDIxNDU2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.0,"14,984",tt2980706,movie,04 Nov 2014,"$42,622,300",Walt Disney Pictures,http://movies.disney.com/planes-fire-and-rescue,True
182,Persecuted,2014,PG-13,18 Jul 2014,91 min,"Action, Drama, Mystery, Thriller",Daniel Lusko,Daniel Lusko,"James Remar, Dean Stockwell, Bruce Davison, Raoul Max Trujillo",An evangelist finds himself framed for murder and on the run after he refuses to back a senator's proposition calling for sweeping religious reform.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTQzNjg2MTY4N15BMl5BanBnXkFtZTgwNzE1NDc3MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '11/100'}]",11,3.6,"1,434",tt1761005,movie,14 Oct 2014,"$1,557,494",Millennium Entertainment,http://www.persecutedmovie.com/,True
183,The Purge: Anarchy,2014,R,18 Jul 2014,103 min,"Action, Horror, Sci-Fi, Thriller",James DeMonaco,"James DeMonaco, James DeMonaco (characters created by)","Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez","Three groups of people intertwine and are left stranded in the streets on Purge Night, trying to survive the chaos and violence that occurs.",English,"USA, France",2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2ODMxMTk1Nl5BMl5BanBnXkFtZTgwMDEzNjEzMTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.5,"124,338",tt2975578,movie,21 Oct 2014,N/A,Universal Pictures,http://blumhouse.com/film/thepurge,True
184,Sex Tape,2014,R,18 Jul 2014,94 min,"Comedy, Romance",Jake Kasdan,"Kate Angelo (screenplay), Jason Segel (screenplay), Nicholas Stoller (screenplay), Kate Angelo (story)","Cameron Diaz, Jason Segel, Rob Corddry, Ellie Kemper","A married couple wake up to discover that the sex tape they made the evening before has gone missing, leading to a frantic search for its whereabouts.","English, Ukrainian",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDYzMzg5OTA0Ml5BMl5BanBnXkFtZTgwNjQzNzExMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,5.1,"98,847",tt1956620,movie,21 Oct 2014,"$34,279,302",Sony Pictures,http://www.sonypictures.com/movies/sextape/,True
185,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,Not Rated,08 Nov 2014,76 min,"Animation, Action, Adventure, Comedy, Family, Fantasy",Kunihiko Yuyama,"Hideki Sonoda (screenplay), Satoshi Tajiri (original concept), Junichi Masuda (original concept), Ken Sugimori (original concept)","Ikue Ôtani, Caitlin Glass, Sarah Natochenny, Haven Paschall","When Diancie a Pokémon said to create diamond travels to find Xerneas to help her make a heart diamond to save her home, Ash, Serena, Clemont and Bonnie help her to be safe on the way from thieves.",Japanese,Japan,1 nomination.,https://m.media-amazon.com/images/M/MV5BODViNzFhMmYtNDM4Ni00YmU2LWIzMmYtMjlkODhmOWViZGZkXkEyXkFqcGdeQXVyNTk5ODg4NDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,851,tt3918368,movie,N/A,N/A,N/A,N/A,True
186,When Marnie Was There,2014,PG,19 Jul 2014,103 min,"Animation, Drama, Family, Mystery","James Simone, Hiromasa Yonebayashi","Joan G. Robinson (based on the novel by), Keiko Niwa (screenplay by), Masashi Ando (screenplay by), Hiromasa Yonebayashi (screenplay by), David Freedman (screenplay adaptation by: English)","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima","A 12-year-old girl is sent to the country for health reasons, where she meets an unlikely friend in the form of Marnie, a young girl with long, flowing blonde hair. As the friendship ...",Japanese,Japan,Nominated for 1 Oscar. Another 3 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BYTkyMTNmY2EtOTZmYi00YWU4LTgxN2UtZWU0NTI0OGFkMWRjXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.7,"23,343",tt3398268,movie,06 Oct 2015,"$463,187",GKIDS,http://www.marniefilm.com/,True
187,Unfriended,2014,R,17 Apr 2015,83 min,"Drama, Horror, Mystery, Thriller",Levan Gabriadze,Nelson Greaves,"Heather Sossaman, Matthew Bohrer, Courtney Halverson, Shelley Hennig","A group of online chat room friends find themselves haunted by a mysterious, supernatural force using the account of their dead friend.",English,USA,3 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMzdlNWI2MjYtMWY3ZC00N2EzLWIzNTgtZDY2NGI4OTY3Yzc5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59,5.6,"60,628",tt3713166,movie,11 Aug 2015,"$31,354,666",Universal Pictures,http://www.facebook.com/UnfriendedMovie,True
188,Veve,2014,N/A,28 Aug 2014,95 min,Drama,Simon Mukali,Natasha Likimani,"Emo Rugene, Lowry Odhiambo, Lizz Njagah, Conrad Makeni","VEVE follows the lives of multiple characters trying to find themselves in a world of political intrigue, revenge, love and longings for success complemented by the background of the ...","Swahili, English","Kenya, Germany",N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NjIxNTkyNl5BMl5BanBnXkFtZTgwNTQ3MTEyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,67,tt3855850,movie,N/A,N/A,N/A,N/A,True
189,Angry Video Game Nerd: The Movie,2014,N/A,21 Jul 2014,115 min,"Adventure, Comedy, Sci-Fi","Kevin Finn, James Rolfe","Kevin Finn, James Rolfe","James Rolfe, Jeremy Suarez, Sarah Glendening, Bobby Reed",The AVGN must overcome his phobia of the worst video game in the world to save his fans.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA2NzYzMTg4NF5BMl5BanBnXkFtZTgwNDcyMzIwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,"6,342",tt2123146,movie,N/A,N/A,N/A,N/A,True
190,Guardians of the Galaxy,2014,PG-13,01 Aug 2014,121 min,"Action, Adventure, Comedy, Sci-Fi",James Gunn,"James Gunn, Nicole Perlman, Dan Abnett (based on the Marvel comics by), Andy Lanning (based on the Marvel comics by), Bill Mantlo (character created by: Rocket Raccoon), Keith Giffen (character created by: Rocket Raccoon), Jim Starlin (characters created by: Drax the Destroyer,  Gamora & Thanos), Steve Englehart (character created by: Star-Lord), Steve Gan (character created by: Star-Lord), Steve Gerber (character created by: Howard the Duck), Val Mayerik (character created by: Howard the Duck)","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,English,USA,Nominated for 2 Oscars. Another 52 wins & 99 nominations.,https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,8.1,"905,748",tt2015381,movie,09 Dec 2014,"$270,592,504",Walt Disney Pictures,https://www.marvel.com/movies/guardians-of-the-galaxy,True
191,And So It Goes,2014,PG-13,25 Jul 2014,94 min,"Comedy, Drama, Romance",Rob Reiner,Mark Andrus,"Michael Douglas, Diane Keaton, Sterling Jerins, Annie Parisse",A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTUwNDAwODY2MF5BMl5BanBnXkFtZTgwMDI2MTUxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.8,"11,364",tt2465146,movie,18 Nov 2014,"$10,482,672",Clarius Entertainment,http://www.clarius.com/films.html,True
192,The Fluffy Movie: Unity Through Laughter,2014,PG-13,01 Sep 2015,101 min,"Documentary, Comedy","Manny Rodriguez, Jay Lavender",N/A,"Gabriel Iglesias, Jacqueline Obradors, Gina Brillon, Alfred Robles","A comedy concert film that captures the on-stage performance and inspirational success story of Gabriel ""Fluffy"" Iglesias.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjMxOTUzODE5NF5BMl5BanBnXkFtZTgwMDA0MDIxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.2,"3,389",tt3532608,movie,21 Oct 2014,"$2,820,939",Open Road Films,http://www.facebook.com/TheFluffyMovie,True
193,Hercules,1997,G,27 Jun 1997,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Ron Clements, John Musker","Ron Clements (animation screenplay by), John Musker (animation screenplay by), Don McEnery (animation screenplay by), Bob Shaw (animation screenplay by), Irene Mecchi (animation screenplay by), Kaan Kalyon (story), Kelly Wightman (story), Randy Cartwright (story), John Ramirez (story), Jeff Snow (story), Vance Gerry (story), Kirk Hanson (story), Tamara Lusher Stocker (story), Francis Glebas (story), Mark Kennedy (story), Bruce Morris (story), Don Dougherty (story), Thom Enriquez (story)","Tate Donovan, Josh Keaton, Roger Bart, Danny DeVito",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,"English, Spanish, Greek",USA,Nominated for 1 Oscar. Another 9 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZDcwYjEyNWItMGI1Mi00MjI1LWIyMDEtMTQ4YjhkNjM4NDU3XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.3,"177,782",tt0119282,movie,09 Nov 1999,N/A,Buena Vista Internationa,N/A,True
194,Kick,2014,Not Rated,25 Jul 2014,146 min,"Action, Comedy, Crime",Sajid Nadiadwala,"Vakkantham Vamsi (story), Rajat Arora (screenplay), Keith Gomes (screenplay), Sajid Nadiadwala (screenplay), Chetan Bhagat (additional screenplay), Rajat Arora (dialogue)","Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda","Devi Lal Singh, a typical youth with an anomalous standard of living, tries to find pleasure in whatever he does. He eventually becomes a thief and dons a new name, Devil.",Hindi,India,5 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMTg0MTA1OF5BMl5BanBnXkFtZTgwMDg2MjMwMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}]",N/A,5.4,"21,403",tt2372222,movie,N/A,N/A,UTV Communications,https://www.facebook.com/KickHindiOfficial,True
195,Lucy,2014,R,25 Jul 2014,89 min,"Action, Sci-Fi, Thriller",Luc Besson,Luc Besson,"Scarlett Johansson, Morgan Freeman, Min-sik Choi, Amr Waked","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","English, Mandarin, French, Italian, German, Spanish, Korean","France, Taiwan, Germany",1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.4,"395,326",tt2872732,movie,20 Jan 2015,"$108,521,370",Universal Pictures,http://www.lucymovie.com/,True
196,Magic in the Moonlight,2014,PG-13,15 Aug 2014,97 min,"Comedy, Romance",Woody Allen,Woody Allen,"Colin Firth, Antonia Clarke, Natasha Andrews, Valérie Beaulieu",A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.,"English, French","USA, France",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ3NDY5NjIwN15BMl5BanBnXkFtZTgwNjQ2ODkxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"58,290",tt2870756,movie,16 Dec 2014,N/A,Sony Pictures Classics,http://sonyclassics.com/magicinthemoonlight/,True
