,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
134,All Eyez on Me,2017,R,16 Jun 2017,139 min,"Biography, Drama, Music",Benny Boom,"Jeremy Haft, Eddie Gonzalez, Steven Bagatourian","Demetrius Shipp Jr., Danai Gurira, Kat Graham, Hill Harper","Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.8,"17,891",tt1666185,movie,05 Sep 2017,"$44,892,121",SUMMIT/CODEBLACK FILMS/LIONSGATE,http://www.alleyez.movie/,True
135,The Book of Henry,2017,PG-13,23 Jun 2017,105 min,"Crime, Drama, Thriller",Colin Trevorrow,Gregg Hurwitz,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman","With instructions from her genius son's carefully crafted notebook, a single mother sets out to rescue a young girl from the hands of her abusive stepfather.",English,USA,1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMjQ3MjI4OTU1Ml5BMl5BanBnXkFtZTgwMTgwODcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,6.6,"18,228",tt4572792,movie,03 Oct 2017,"$4,219,536",Focus Features,http://focusfeatures.com/thebookofhenry,True
136,Rough Night,2017,R,16 Jun 2017,101 min,"Comedy, Crime, Thriller",Lucia Aniello,"Lucia Aniello, Paul W. Downs","Scarlett Johansson, Jillian Bell, Zoë Kravitz, Ilana Glazer",Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.,"English, Spanish",USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BODY1NDUzNzY4MV5BMl5BanBnXkFtZTgwNzc3NzcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.2,"37,440",tt4799050,movie,05 Sep 2017,"$22,092,592",Columbia Pictures,http://www.roughnightmovie.com,True
137,Transformers: The Last Knight,2017,PG-13,21 Jun 2017,154 min,"Action, Adventure, Sci-Fi",Michael Bay,"Art Marcum (screenplay by), Matt Holloway (screenplay by), Ken Nolan (screenplay by), Akiva Goldsman (story by), Art Marcum (story by), Matt Holloway (story by), Ken Nolan (story by)","Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock","A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",English,"USA, China, Canada",16 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3OTI3MDk4N15BMl5BanBnXkFtZTgwNDg2ODIyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.2,"113,757",tt3371366,movie,26 Sep 2017,"$130,104,634",Paramount Pictures,https://www.facebook.com/transformersmovie/,True
138,The Bad Batch,2016,R,23 Jun 2017,118 min,"Drama, Horror, Romance, Sci-Fi",Ana Lily Amirpour,Ana Lily Amirpour,"Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves","In a desert dystopia, a young woman is kidnapped by cannibals.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BOTA3NTI2MzMwMF5BMl5BanBnXkFtZTgwNzY0OTcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,5.3,"19,588",tt4334266,movie,22 Sep 2017,"$180,851",NEON,http://badbatchfilm.com/,True
139,The Beguiled,2017,R,30 Jun 2017,93 min,"Drama, Thriller",Sofia Coppola,"Sofia Coppola (screenplay by), Thomas Cullinan (based on the novel by), Albert Maltz (and the screenplay by), Irene Kamp (and the screenplay by)","Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,"English, French",USA,4 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5NjY3NDYxMl5BMl5BanBnXkFtZTgwMjI5ODgyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,6.3,"40,849",tt5592248,movie,10 Oct 2017,"$10,542,504",Focus Features,http://www.focusfeatures.com/thebeguiled,True
140,Okja,2017,TV-MA,28 Jun 2017,120 min,"Action, Adventure, Drama, Sci-Fi",Joon-ho Bong,"Joon-ho Bong (screenplay by), Jon Ronson (screenplay by), Joon-ho Bong (story by)","Tilda Swinton, Sheena Kamal, Michael Mitton, Colm Hill","A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.","English, Korean, Spanish","South Korea, USA",6 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMjQxMTcxNDgxN15BMl5BanBnXkFtZTgwOTczNTIzMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.3,"68,666",tt3967856,movie,28 Jun 2017,N/A,Netflix,http://netflix.com/okja,True
141,Spider-Man: Homecoming,2017,PG-13,07 Jul 2017,133 min,"Action, Adventure, Sci-Fi",Jon Watts,"Jonathan Goldstein (screenplay by), John Francis Daley (screenplay by), Jon Watts (screenplay by), Christopher Ford (screenplay by), Chris McKenna (screenplay by), Erik Sommers (screenplay by), Jonathan Goldstein (screen story by), John Francis Daley (screen story by), Stan Lee (based on the Marvel comic book by), Steve Ditko (based on the Marvel comic book by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by)","Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.","English, Spanish",USA,4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.5,"390,829",tt2250912,movie,17 Oct 2017,"$334,166,825",Sony Pictures,http://www.sonypictures.com/movies/spidermanhomecoming/,True
142,2:22,2017,PG-13,30 Jun 2017,98 min,Thriller,Paul Currie,"Todd Stein (story by), Todd Stein (screenplay by), Nathan Parker (screenplay by)","Michiel Huisman, Teresa Palmer, Sam Reid, John Waters","A man's life is derailed when an ominous pattern of events repeats itself in exactly the same manner every day, ending at precisely 2:22 p.m.",English,"Australia, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDQyMTUyMDExNl5BMl5BanBnXkFtZTgwODkxODEyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}]",N/A,5.8,"15,686",tt1131724,movie,30 Jun 2017,N/A,Magnolia Pictures,https://www.lightstreamentertainment.com/2-22,True
143,The House,2017,R,30 Jun 2017,88 min,"Comedy, Crime",Andrew Jay Cohen,"Brendan O'Brien, Andrew Jay Cohen","Will Ferrell, Amy Poehler, Jason Mantzoukas, Ryan Simpkins","After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTc0NDYwNzU2M15BMl5BanBnXkFtZTgwOTUxNDg0MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,5.6,"31,513",tt4481514,movie,10 Oct 2017,"$25,563,273",Warner Bros. Pictures,http://www.thehousemovie.com/,True
144,Inconceivable,2017,R,30 Jun 2017,105 min,"Drama, Thriller",Jonathan Baker,Chloe King,"Gina Gershon, Nicky Whelan, Nicolas Cage, Sienna Soho Baker","A mother looks to escape her abusive past by moving to a new town where she befriends another mother, who grows suspicious of her.",English,"UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BNWM0ODdkNTYtNjAwNS00OTE1LTlhMWMtOGE5OThjM2MzMzAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}]",N/A,5.2,"6,635",tt3481634,movie,29 Aug 2017,N/A,Lionsgate Premiere,N/A,True
145,The Little Hours,2017,R,30 Jun 2017,90 min,"Comedy, Romance",Jeff Baena,"Giovanni Boccaccio (based on ""The Decameron"" by), Jeff Baena (written for the screen by)","Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza","In the Middle Ages, a young servant fleeing from his master takes refuge at a convent full of emotionally unstable nuns. Introduced as a deaf mute man, he must fight to hold his cover as the nuns try to resist temptation.",English,"Canada, USA",4 nominations.,https://m.media-amazon.com/images/M/MV5BMzAzOTQ2NTg1OF5BMl5BanBnXkFtZTgwNTUyNzUzMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,5.8,"14,144",tt5666304,movie,26 Sep 2017,"$1,623,366",Gunpowder &amp; Sky,N/A,True
146,A Ghost Story,2017,R,27 Jul 2017,92 min,"Drama, Fantasy, Romance",David Lowery,David Lowery,"Casey Affleck, Rooney Mara, McColm Cephas Jr., Kenneisha Thompson","In this singular exploration of legacy, love, loss, and the enormity of existence, a recently deceased, white-sheeted ghost returns to his suburban home to try to reconnect with his bereft wife.",English,USA,11 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BMzcyNTc1ODQzMF5BMl5BanBnXkFtZTgwNTgzMzY4MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.8,"43,941",tt6265828,movie,03 Oct 2017,"$1,594,798",Ideaman Studios,https://aghost.store/shop/welcome,True
147,War for the Planet of the Apes,2017,PG-13,14 Jul 2017,140 min,"Action, Adventure, Drama, Sci-Fi, Thriller",Matt Reeves,"Mark Bomback, Matt Reeves, Rick Jaffa (based on characters created by), Amanda Silver (based on characters created by)","Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval","After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.","English, American Sign Language","USA, Canada, New Zealand",Nominated for 1 Oscar. Another 22 wins & 46 nominations.,https://m.media-amazon.com/images/M/MV5BNDNmYTQzMDEtMmY0MS00OTNjLTk4MjItMDZhMzkzOGI3MzA0XkEyXkFqcGdeQXVyNjk5NDA3OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,"194,941",tt3450958,movie,24 Oct 2017,"$146,872,826",20th Century Fox,http://www.warfortheplanet.com/,True
148,Dunkirk,2017,PG-13,21 Jul 2017,106 min,"Action, Drama, History, Thriller, War",Christopher Nolan,Christopher Nolan,"Fionn Whitehead, Damien Bonnard, Aneurin Barnard, Lee Armstrong","Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.","English, French, German","UK, Netherlands, France, USA",Won 3 Oscars. Another 51 wins & 197 nominations.,https://m.media-amazon.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.9,"449,117",tt5013056,movie,19 Dec 2017,"$188,042,171",Warner Bros. Pictures,http://www.dunkirkmovie.com,True
149,Lady Macbeth,2016,R,14 Jul 2017,89 min,"Drama, Romance",William Oldroyd,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch","Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie","In 19th-century rural England, a young bride who has been sold into marriage discovers an unstoppable desire within herself as she enters into an affair with a worker on her estate.",English,UK,Nominated for 2 BAFTA Film Awards. Another 18 wins & 39 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzNzA5MzQxNV5BMl5BanBnXkFtZTgwNjcyMjUyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.9,"14,464",tt4291600,movie,17 Oct 2017,"$1,128,187",Roadside Attractions,http://www.ladymacbethfilm.com/,True
150,Wish Upon,2017,PG-13,14 Jul 2017,90 min,"Fantasy, Horror, Thriller",John R. Leonetti,Barbara Marshall,"Joey King, Ryan Phillippe, Ki Hong Lee, Mitchell Slaggert",A teenage girl discovers a box that carries magic powers and a deadly price for using them.,English,"USA, Canada",N/A,https://m.media-amazon.com/images/M/MV5BOGQxN2NlMWItNzMyOC00ODYxLThkNDktMWQ0ZjA2MjQyYjIwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",32,5.1,"14,233",tt5322012,movie,10 Oct 2017,"$14,301,001",Broad Green Pictures,http://www.wishuponmovie.com/,True
151,First Kill,2017,R,21 Jul 2017,97 min,"Action, Crime, Drama, Thriller",Steven C. Miller,Nick Gordon (screenplay by),"Bruce Willis, Hayden Christensen, Ty Shelton, Megan Leonard",A Wall Street broker is forced to evade a police chief investigating a bank robbery as he attempts to recover the stolen money in exchange for his son's life.,English,"Canada, USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BNDE1YjU5YzYtYTdmYi00NjkzLThiZTItMTQ5NzMxZTNiMzdiXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,4.9,"7,383",tt5884234,movie,21 Jul 2017,N/A,Lionsgate Premiere,N/A,True
152,Girls Trip,2017,R,21 Jul 2017,122 min,"Comedy, Drama",Malcolm D. Lee,"Erica Rivinoja (story by), Kenya Barris (story by), Tracy Oliver (story by), Kenya Barris (screenplay by), Tracy Oliver (screenplay by)","Regina Hall, Queen Latifah, Jada Pinkett Smith, Tiffany Haddish","When four lifelong friends travel to New Orleans for the annual Essence Festival, sisterhoods are rekindled, wild sides are rediscovered, and there's enough dancing, drinking, brawling, and romancing to make the Big Easy blush.",English,"USA, Canada",10 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMjMwNTEzODUwMV5BMl5BanBnXkFtZTgwNjE5NjA5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.2,"28,137",tt3564472,movie,17 Oct 2017,"$115,088,305",Universal Pictures,http://www.girlstripmovie.com/,True
153,Valerian and the City of a Thousand Planets,2017,PG-13,21 Jul 2017,137 min,"Action, Adventure, Fantasy, Sci-Fi",Luc Besson,"Pierre Christin (based on the comic book series ""Valerian and Laureline"" by), Jean-Claude Mézières (based on the comic book series ""Valerian and Laureline"" by), Luc Besson (screenplay by)","Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.","English, French","France, China, Belgium, Germany, United Arab Emirates, USA",8 nominations.,https://m.media-amazon.com/images/M/MV5BMTkxMDAxNDUyNV5BMl5BanBnXkFtZTgwOTc3MzcxMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"135,494",tt2239822,movie,21 Nov 2017,"$40,442,321",EuropaCorp / STXfilms,http://valerianmovie.com/,True
154,Atomic Blonde,2017,R,28 Jul 2017,115 min,"Action, Mystery, Thriller",David Leitch,"Kurt Johnstad (screenplay by), Antony Johnston (based on the Oni Press graphic novel series ""The Coldest City"" written by), Sam Hart (based on the Oni Press graphic novel series ""The Coldest City"" illustrated by)","Charlize Theron, James McAvoy, Eddie Marsan, John Goodman",An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,"English, German, Russian, Swedish","Germany, Sweden, USA",6 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BMjM5NDYzMzg5N15BMl5BanBnXkFtZTgwOTM2NDU1MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"144,533",tt2406566,movie,14 Nov 2017,"$51,536,935",Focus Features,http://www.atomicblonde.com/,True
155,Brigsby Bear,2017,PG-13,21 Sep 2017,97 min,"Comedy, Drama",Dave McCary,"Kevin Costello (screenplay by), Kyle Mooney (screenplay by), Kyle Mooney (story by)","Kyle Mooney, Mark Hamill, Jorge Lendeborg Jr., Matt Walsh","After being freed from his life in an underground bunker, a man sets out to make a movie of the only TV show he has ever known.",English,USA,4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BZTVmZWFjNjktZGU2NC00NDM5LWEwM2ItMTFmODk2N2FlYmI4XkEyXkFqcGdeQXVyODIzMzU2Mzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.3,"12,964",tt5805752,movie,14 Nov 2017,"$529,426",Sony Pictures Classics,http://sonyclassics.com/brigsbybear/,True
156,Detroit,2017,R,04 Aug 2017,143 min,"Crime, Drama, History, Thriller",Kathryn Bigelow,Mark Boal,"Chris Chalk, Mason Alban, Bennett Deady, Andrea Eversley",Fact-based drama set during the 1967 Detroit riots in which a group of rogue police officers respond to a complaint with retribution rather than justice on their minds.,English,USA,5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTg4MDk4MTUxMF5BMl5BanBnXkFtZTgwNDE5NjA5MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.4,"38,512",tt5390504,movie,12 Dec 2017,"$16,788,494",Annapurna Pictures,http://detroit.movie/,True
157,The Emoji Movie,2017,PG,28 Jul 2017,86 min,"Animation, Adventure, Comedy, Family",Tony Leondis,"Tony Leondis (screenplay by), Eric Siegel (screenplay by), Mike White (screenplay by), Tony Leondis (story by), Eric Siegel (story by), John Hoffman (additional screenplay material)","T.J. Miller, James Corden, Anna Faris, Maya Rudolph","Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.","English, Spanish",USA,5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzMzM3OTM2Ml5BMl5BanBnXkFtZTgwMDM0NDU3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Metacritic', 'Value': '12/100'}]",12,3.2,"45,233",tt4877122,movie,24 Oct 2017,"$86,053,485",Sony Pictures Animation,http://www.theemoji-movie.com/,True
158,An Inconvenient Sequel: Truth to Power,2017,PG,04 Aug 2017,98 min,Documentary,"Bonni Cohen, Jon Shenk",Al Gore,"Al Gore, George W. Bush, Bill Clinton, Laurent Fabius","A decade after An Inconvenient Truth (2006) brought climate change to the heart of popular culture, the follow-up shows just how close we are to a real energy revolution.","English, French, Russian, German, Mandarin",USA,Nominated for 1 BAFTA Film Award. Another 3 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BNTkzNTQ0MzA3Ml5BMl5BanBnXkFtZTgwNzg4OTcyMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.3,"6,332",tt6322922,movie,24 Oct 2017,"$3,456,144",Paramount Pictures,https://inconvenientsequel.tumblr.com/,True
159,Menashe,2017,PG,28 Jul 2017,82 min,Drama,Joshua Z Weinstein,"Alex Lipschultz, Musa Syeed, Joshua Z Weinstein","Menashe Lustig, Yoel Falkowitz, Hershy Fishman, Ruben Niborski","Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.","Yiddish, English, Spanish",USA,4 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZjQxYTc1MGEtNzhhOS00YWJmLWJlOWUtZWJlZjA5Yzk4NDA0XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.5,"1,405",tt6333086,movie,N/A,"$1,688,620",A24 Films,http://menashemovie.com/,True
160,The Dark Tower,2017,PG-13,04 Aug 2017,95 min,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",Nikolaj Arcel,"Akiva Goldsman (screenplay by), Jeff Pinkner (screenplay by), Anders Thomas Jensen (screenplay by), Nikolaj Arcel (screenplay by), Stephen King (based on ""The Dark Tower"" novels by)","Matthew McConaughey, Idris Elba, Tom Taylor, Dennis Haysbert","The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.7,"103,355",tt1648190,movie,31 Oct 2017,"$50,644,837",Sony Pictures,N/A,True
161,Armed Response,2017,R,09 Aug 2017,93 min,"Action, Horror, Thriller",John Stockwell,Matt Savelloni,"Wesley Snipes, Anne Heche, Dave Annable, Colby Lopez",A team of highly trained operatives find themselves trapped inside an isolated military compound after its AI is suddenly shut down. The crew begins to experience strange and horrific ...,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjIzMDU1NDEwNF5BMl5BanBnXkFtZTgwNjEzMTc3MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '13/100'}]",13,3.8,"1,610",tt4557208,movie,04 Aug 2017,N/A,Saban Films and Lionsgate,N/A,True
162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
163,Fun Mom Dinner,2017,R,04 Aug 2017,81 min,Comedy,Alethea Jones,Julie Rudd,"Rob Huebel, Caleb Paddock, Matthew Paddock, Toni Collette","Four moms whose only common ground is their kids' preschool class, decide to get together for a harmless ""fun mom dinner.""",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BZWRhOTcwMGUtYzAwYi00Y2E2LTgyZTQtZjdjM2Y4YTE4ZTZiXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.2,"3,636",tt5829040,movie,04 Aug 2017,N/A,Voltage Pictures,N/A,True
164,Kidnap,2017,R,04 Aug 2017,95 min,"Crime, Drama, Thriller",Luis Prieto,Knate Lee,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple",A mother stops at nothing to recover her kidnapped son.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.9,"28,050",tt1458169,movie,31 Oct 2017,"$30,597,319",Aviron Pictures,N/A,True
165,Step,2017,PG,04 Aug 2017,84 min,Documentary,Amanda Lipitz,N/A,"Gari McIntyre, Amanda Leonard, Blessin Giraldo, Chevonne Hall",STEP documents the senior year of a girls' high-school step dance team against the background of inner-city Baltimore.,English,USA,8 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxNjY0MTk2MV5BMl5BanBnXkFtZTgwNTU2NDEwMjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.8,713,tt5758404,movie,N/A,"$1,137,759",N/A,N/A,True
166,Wind River,2017,R,18 Aug 2017,107 min,"Crime, Drama, Mystery, Thriller",Taylor Sheridan,Taylor Sheridan,"Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,English,"UK, Canada, USA",8 wins & 18 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.7,"160,091",tt5362988,movie,14 Nov 2017,"$33,782,714",The Weinstein Company,N/A,True
