,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response
216,The Little Death,2014,Not Rated,26 Jun 2015,96 min,"Comedy, Drama, Romance",Josh Lawson,Josh Lawson,"Bojana Novakovic, Josh Lawson, Damon Herriman, Kate Mulvany",The secret lives of five suburban couples living in Sydney reveal both the fetishes and the repercussions that come with sharing them.,"English, Australian Sign Language",Australia,2 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMTgzOTM0OTIyMV5BMl5BanBnXkFtZTgwNzk0NDMzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.1,"23,351",tt2785032,movie,12 Oct 2015,N/A,Magnolia Pictures,http://www.magpictures.com/thelittledeath/,True
217,Max,2015,PG,26 Jun 2015,111 min,"Adventure, Drama, Family, Fantasy, War",Boaz Yakin,"Boaz Yakin, Sheldon Lettich","Thomas Haden Church, Josh Wiggins, Luke Kleintank, Lauren Graham",A Malinois dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMjA2Nzk0NzIyN15BMl5BanBnXkFtZTgwMjEyNTE5NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.8,"23,668",tt3369806,movie,27 Oct 2015,"$26,714,191",Warner Bros. Pictures,http://max-themovie.com/,True
218,Babai,2015,N/A,10 Mar 2016,104 min,Drama,Visar Morina,Visar Morina,"Val Maloku, Astrit Kabashi, Adriana Matoshi, Enver Petrovci",Ten-year-old Nori (Val Maloku) and his father Gezim (Astrit Kabashi) roam the streets of Kosovo selling cigarettes and barely earning a living. Only a few years after the fall of the Berlin...,"Albanian, German, Serbian, English","Germany, Kosovo, Republic of Macedonia, France",9 wins & 7 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjgxZDQxYTctNmNhMC00YTM0LTgwNzgtNjgwYTdmZTg5MWI5XkEyXkFqcGdeQXVyNjI2ODU2NTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,308,tt4741170,movie,N/A,N/A,Niko Film,N/A,True
219,Ant-Man,2015,PG-13,17 Jul 2015,117 min,"Action, Adventure, Comedy, Sci-Fi",Peyton Reed,"Edgar Wright (screenplay by), Joe Cornish (screenplay by), Adam McKay (screenplay by), Paul Rudd (screenplay by), Edgar Wright (story by), Joe Cornish (story by), Stan Lee (based on the Marvel comics by), Larry Lieber (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by)","Paul Rudd, Michael Douglas, Evangeline Lilly, Corey Stoll","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.",English,USA,Nominated for 1 BAFTA Film Award. Another 3 wins & 32 nominations.,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,7.3,"476,090",tt0478970,movie,08 Dec 2015,"$138,002,223",Disney/Marvel,http://www.facebook.com/antman,True
220,The Gallows,2015,R,10 Jul 2015,81 min,"Horror, Thriller","Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff","Reese Mishler, Pfeifer Brown, Ryan Shoos, Cassidy Gifford","20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTU2MTMyOTkwM15BMl5BanBnXkFtZTgwOTQzNjc3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.2,"17,545",tt2309260,movie,13 Oct 2015,N/A,New Line Cinema,http://thegallowsmovie.com/,True
221,Faith of Our Fathers,2015,PG-13,01 Jul 2015,96 min,Drama,Carey Scott,"Kevin Downes, Carey Scott (screenwriter), Harold Uhl (screenplay), David A.R. White","Kevin Downes, David A.R. White, Stephen Baldwin, Candace Cameron Bure",Two men embark on a trip to the Vietnam Veterans Memorial guided by the letters their fathers wrote while serving in the war.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjI4NjM0NzUyMV5BMl5BanBnXkFtZTgwNzQ1NTAwNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",20,3.5,534,tt1322393,movie,13 Oct 2015,"$975,344",Pure Flix,http://FaithOfOurFathersMovie.com,True
222,Vere Vazhi Ille,2015,N/A,02 Jul 2015,N/A,"Comedy, Horror",M.S. Prem Nath,M.S. Prem Nath,"Janani Balu, Farah Hanim, Denes Kumar, Alvin Martin","Surya is an easygoing laidback guy who constantly switches jobs. One day, he accepts a job from his former employer at a security agency, who offers him RM3,000 for a 2-day and 1-night job ...",Tamil,Malaysia,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,10,tt4824378,movie,N/A,N/A,N/A,N/A,True
223,Cartel Land,2015,R,03 Jul 2015,100 min,Documentary,Matthew Heineman,N/A,"Tim Nailer Foley, José Manuel 'El Doctor' Mireles, Paco Valencia, Chaneque",Filmmaker Matthew Heineman examines the state of the ongoing drug problem along the U.S.-Mexican border.,"English, Spanish",USA,Nominated for 1 Oscar. Another 18 wins & 35 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MzI2MzcxOV5BMl5BanBnXkFtZTgwNTE2Mjk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.4,"16,356",tt4126304,movie,29 Mar 2016,N/A,The Orchard,http://cartellandmovie.com/,True
224,Jimmy's Hall,2014,PG-13,30 May 2014,109 min,"Biography, Drama, History",Ken Loach,Paul Laverty (screenplay),"Barry Ward, Francis Magee, Aileen Henry, Simone Kirby","During the Depression, Jimmy Gralton returns home to Ireland after ten years of exile in America. Seeing the levels of poverty and oppression, the activist in him reawakens and he looks to re-open the dance hall that led to his deportation.","English, Irish","UK, Ireland, France",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNTk0NDk4MzIzMl5BMl5BanBnXkFtZTgwNjMwMTA5MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"5,090",tt3110960,movie,N/A,N/A,Sony Pictures Classics,http://www.facebook.com/JimmysHallFilm,True
225,Heavenly Nomadic,2015,N/A,14 Apr 2016,81 min,Drama,Mirlan Abdykalykov,"Ernest Abdyjaparov, Aktan Arym Kubat","Taalaikan Abazova, Tabyldy Aktanov, Jibek Baktybekova, Jenish Kangeldiev","A family of nomads live in the high, remote mountains of Kyrgyzstan in Central Asia; elderly herdsman Tabyldy, his wife Karachach, their daughter-in-law Shaiyr and their 7 year old ...",Kirghiz,Kyrgyzstan,4 wins & 3 nominations.,http://ia.media-imdb.com/images/M/MV5BNDZhZGFlNTMtZjdkMC00ZmQyLWJkZWItNTFkMDNiZDRmNDZhXkEyXkFqcGdeQXVyMjcyMTI5MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,61,tt3894478,movie,N/A,N/A,N/A,N/A,True
226,Home Care,2015,N/A,16 Jul 2015,92 min,"Comedy, Drama",Slávek Horák,Slávek Horák,"Alena Mihulová, Bolek Polívka, Tatiana Vilhelmová, Zuzana Krónerová","Dedicated home care nurse Vlasta lives for her husband Lada, her daughter, and her patients. But then one day things change and Vlasta comes to realize that she might need some care too.","Slovak, Czech","Czech Republic, Slovakia",6 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTA2NTkyNjE0N15BMl5BanBnXkFtZTgwMjU1MDYxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,321,tt4026642,movie,N/A,N/A,N/A,N/A,True
227,Microbe & Gasoline,2015,R,08 Jul 2015,105 min,"Adventure, Comedy, Drama",Michel Gondry,Michel Gondry,"Ange Dargent, Théophile Baquet, Diane Besnier, Audrey Tautou",Two young friends embark on a road trip across France in a vehicle they built themselves.,"French, Japanese",France,4 nominations.,https://m.media-amazon.com/images/M/MV5BMjQzMTk5OTg2Nl5BMl5BanBnXkFtZTgwOTIzNzI5ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.7,"2,056",tt3882000,movie,N/A,"$57,491",Screen Media Films,http://screenmediafilms.net/productions/details/1730/Microbe-and-Gasoline,True
228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False
229,Baahubali: The Beginning,2015,Not Rated,09 Jul 2015,159 min,"Action, Drama, Fantasy",S.S. Rajamouli,"Vijayendra Prasad (story by), S.S. Rajamouli (screenplay by), C.H. Vijay Kumar (telugu dialogue), Ajay Kumar (telugu dialogue), Madhan Karky (tamil dialogue), Manoj Muntashir (hindi dialogue)","Prabhas, Rana Daggubati, Ramya Krishnan, Sathyaraj","In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people.","Telugu, Tamil, Hindi",India,22 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BYWVlMjVhZWYtNWViNC00ODFkLTk1MmItYjU1MDY5ZDdhMTU3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,8.2,"91,140",tt2631186,movie,N/A,N/A,Arka Media Works,http://baahubali.com/,True
230,Self/less,2015,PG-13,10 Jul 2015,117 min,"Action, Mystery, Sci-Fi, Thriller",Tarsem Singh,"Àlex Pastor, David Pastor","Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley","A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.5,"79,228",tt2140379,movie,10 Nov 2015,N/A,Focus Features,http://www.outlive.life,True
231,What We Did on Our Holiday,2014,PG-13,10 Jul 2015,95 min,"Comedy, Drama","Andy Hamilton, Guy Jenkin","Andy Hamilton, Guy Jenkin","Rosamund Pike, David Tennant, Billy Connolly, Ben Miller","Doug and Abi take their kids on a family vacation. Surrounded by relatives, the kids innocently reveal the ins and outs of their family life and many intimate details about their parents. ...",English,UK,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzNzgxMjUwN15BMl5BanBnXkFtZTgwMjgwNDY3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.9,"16,547",tt2725962,movie,06 Oct 2015,"$2,662,550",Lionsgate Films,http://www.bbc.co.uk/bbcfilms/film/what_we_did_on_our_holiday,True
232,Joe Dirt 2: Beautiful Loser,2015,Not Rated,16 Jul 2015,107 min,Comedy,Fred Wolf,"David Spade, Fred Wolf","David Spade, Brittany Daniel, Patrick Warburton, Mark McGrath","When happy family man Joe Dirt finds himself transported to the recent past, he begins an epic journey to get back to his loved ones in the present.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDcyODc2Njg5MV5BMl5BanBnXkFtZTgwOTIwMzg4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}]",N/A,4.2,"4,610",tt4126340,movie,05 Jan 2016,N/A,Sony Pictures Entertainment,http://www.crackle.com/c/joe-dirt-2-beautiful-loser/,True
233,Monster Hunt,2015,TV-Y7,22 Jan 2016,117 min,"Action, Adventure, Comedy, Fantasy",Raman Hui,"Alan Yuen (screenplay), Alan Yuen (story)","Baihe Bai, Boran Jing, Wu Jiang, Elaine Jin","In an ancient world where monsters rule the land while humans keep to their own kingdom, a baby monster, Wuba, is born to a human father and monster queen. When mortals and creatures alike ...",Mandarin,"China, Hong Kong",5 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyMjUzNDgxMV5BMl5BanBnXkFtZTgwMDUwNTQ2NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.1,"4,014",tt3781476,movie,01 Aug 2016,"$21,074",Edko Films,http://kissasian.com/Drama/Monster-Hunt,True
234,Bajrangi Bhaijaan,2015,Not Rated,17 Jul 2015,163 min,"Action, Comedy, Drama",Kabir Khan,"Vijayendra Prasad (original story), Vijayendra Prasad (screenplay), Kabir Khan (screenplay), Parveez Sheikh (screenplay), Asad Hussain (screenplay), Kausar Munir (dialogue), Kabir Khan (dialogue)","Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor",An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.,"Hindi, Urdu",India,14 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1NjQ5ODc2NV5BMl5BanBnXkFtZTgwOTM5ODIxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.0,"62,356",tt3863552,movie,N/A,N/A,N/A,N/A,True
235,A Hard Day,2014,NOT RATED,29 May 2014,111 min,"Action, Crime, Thriller",Seong-hun Kim,"Seong-hun Kim, Seong-hun Kim, Hae-jun Lee (adaptation)","Sun-kyun Lee, Jin-Woong Cho, Man-sik Jeong, Jeong-geun Sin","After trying to cover up a car accident that left a man dead, a crooked homicide detective is stalked by a mysterious man claiming to have witnessed the event.",Korean,South Korea,14 wins & 14 nominations.,https://m.media-amazon.com/images/M/MV5BYThiMzE1ZWMtZDU2MC00ZmQ2LTg0ODEtMTgxNjA4MDk0ZGIzXkEyXkFqcGdeQXVyNDE2NjE1Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,"7,952",tt3697626,movie,24 Nov 2015,N/A,Kino Lorber Films,http://www.kinolorber.com/film.php?id=2031,True
236,Bin Roye,2015,N/A,18 Jul 2015,116 min,"Drama, Romance","Momina Duraid, Shehzad Kashmiri",Farhat Ishtiaq,"Zeba Bakhtiar, Adeel Husain, Armeena Rana Khan, Jahanzeb Khan",A young woman is conflicted when she falls in love with a man who courts her friend.,Urdu,Pakistan,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMmE4OTg0MzktNTNlZC00MGQ3LWE2MTMtZjljZGU2YTIzYjc0XkEyXkFqcGdeQXVyNTE0MDc0NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,303",tt4644302,movie,N/A,"$72,816",B4U Pictures,http://binroyethemovie.com/,True
237,Wrong No.,2015,N/A,18 Jul 2015,133 min,"Comedy, Romance",Yasir Nawaz,N/A,"Javed Sheikh, Danish Taimoor, Janita Asma, Nayyar Ejaz","A story of a middle class guy, passionate about becoming an actor and prove his worthiness to his family. Ditching a job interview as a favor from a father to his son, the story leads to new endeavors.",Urdu,Pakistan,N/A,https://m.media-amazon.com/images/M/MV5BYzkzMGVjOTQtNGMwYS00MjgyLTljNTUtM2M5Y2NhYWY1MzI2XkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,556",tt4635548,movie,N/A,N/A,N/A,N/A,True
238,Bad Night,2015,Not Rated,21 Jul 2015,92 min,"Adventure, Comedy, Crime","Chris Riedell, Nick Riedell",Daniel Kinno,"Lauren Elizabeth, Jenn McAllister, Julianna Guill, Judy Marte","When Kate and Abby are mistaken for famous art thieves, their fun night out quickly goes from good to bad.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNWQwZWUwZWEtZjM1NC00ODNhLThiNDEtMTk3NjdkNWI2ZWM2XkEyXkFqcGdeQXVyMjU3MzI1NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,619,tt4437046,movie,N/A,N/A,GRB Entertainment Inc.,N/A,True
239,Smosh: The Movie,2015,PG-13,24 Jul 2015,84 min,"Comedy, Fantasy, Sci-Fi",Alex Winter,"Eric Falconer, Steve Marmel, Ian Hecox (based on the characters created by), Anthony Padilla (based on the characters created by)","Anthony Padilla, Ian Hecox, Jillian Nelson, Brittany Ross",An embarrassing video of Anthony surfaces online right before his fifth high school reunion. The Smosh dudes then take a portal into YouTube and race to change the video and re-write history before it blows Anthony's chances of reconnecting with his teen crush Anna.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTg2OTcyNzEwN15BMl5BanBnXkFtZTgwOTU0Mzc5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}]",N/A,3.5,"5,442",tt4184878,movie,N/A,N/A,Lionsgate Films,http://www.smoshthemovie.com/,True
240,Mission: Impossible - Rogue Nation,2015,PG-13,31 Jul 2015,131 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Christopher McQuarrie (screenplay), Christopher McQuarrie (story), Drew Pearce (story), Bruce Geller (television series)","Tom Cruise, Jeremy Renner, Simon Pegg, Rebecca Ferguson","Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.","English, Swedish, German","USA, China, Hong Kong, Austria",6 wins & 23 nominations.,https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"304,512",tt2381249,movie,15 Dec 2015,"$154,979,949",Paramount Pictures,http://www.missionimpossible.com/,True
241,7 Letters,2015,N/A,24 Jul 2015,116 min,Drama,"Junfeng Boo, Eric Khoo, Jack Neo, K Rajagopal, Pin Pin Tan, Royston Tan, Kelvin Tong","Junfeng Boo, Ivan Ho, Eric Khoo, Jack Neo, K Rajagopal, Pin Pin Tan, Royston Tan, Kelvin Tong","Faizal Abdullah, Aric Hidir Amin, Fatin Amira, Juliette Binoche","An emotive anthology by seven of Singapore's most illustrious filmmakers, celebrating SG50 through the lives and stories of Singaporeans. Directed by Eric Khoo, Jack Neo, K. Rajagopal, Royston Tan, Tan Pin Pin, Boo Junfeng, Kelvin Tong.","English, Malay, Hokkien, Mandarin, Malayalam",Singapore,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NDc5MzU0OV5BMl5BanBnXkFtZTgwODQ1ODk1NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,82,tt4691166,movie,N/A,N/A,N/A,N/A,True
242,Paper Towns,2015,PG-13,24 Jul 2015,109 min,"Comedy, Drama, Mystery, Romance",Jake Schreier,"Scott Neustadter (screenplay by), Michael H. Weber (screenplay by), John Green (based on the book by)","Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith","After an all-night adventure, Quentin's lifelong crush, Margo, disappears, leaving behind clues that Quentin and his friends follow on the journey of a lifetime.",English,USA,4 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2ODQxODMwOF5BMl5BanBnXkFtZTgwNDY5NjY3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.3,"86,255",tt3622592,movie,20 Oct 2015,N/A,20th Century Fox,http://www.papertownsmovie.com/,True
243,Pixels,2015,PG-13,24 Jul 2015,105 min,"Animation, Action, Comedy, Sci-Fi",Chris Columbus,"Tim Herlihy (screenplay), Timothy Dowling (screenplay), Tim Herlihy (screen story), Patrick Jean (short film)","Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage","When aliens misinterpret video feeds of classic arcade games as a declaration of war, they attack the Earth in the form of the video games.","English, Hindi, Japanese","USA, China, Canada",4 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTYxMzM4NDY5N15BMl5BanBnXkFtZTgwNzg1NTI3MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.6,"117,505",tt2120120,movie,27 Oct 2015,"$66,412,009",Sony Pictures,http://www.facebook.com/PixelsMovie,True
244,Samba,2014,R,15 Oct 2014,118 min,"Comedy, Drama, Romance","Olivier Nakache, Éric Toledano","Éric Toledano (scenario), Olivier Nakache (scenario), Delphine Coulin (collaboration), Muriel Coulin (collaboration), Delphine Coulin (novel)","Omar Sy, Charlotte Gainsbourg, Tahar Rahim, Izïa Higelin","Samba migrated to France ten years ago from Senegal, and has since been plugging away at various lowly jobs. Alice is a senior executive who has recently undergone a burn-out. Both struggle...","French, English, Portuguese, Russian, Serbian, Arabic",France,4 nominations.,https://m.media-amazon.com/images/M/MV5BMTUyNzIxOTgzMV5BMl5BanBnXkFtZTgwNTk5NTIwNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.7,"13,059",tt3399024,movie,N/A,N/A,N/A,N/A,True
245,The Vatican Tapes,2015,PG-13,22 Jul 2015,91 min,"Horror, Thriller",Mark Neveldine,"Christopher Borrelli (screenplay by), Michael C. Martin (screenplay by), Christopher Borrelli (story by), Chris Morgan (story by)","Olivia Taylor Dudley, John Patrick Amedori, Dougray Scott, Michael Peña",A priest and two Vatican exorcists must do battle with an ancient satanic force to save the soul of a young woman.,"English, Aramaic",USA,N/A,https://m.media-amazon.com/images/M/MV5BMjMwNzgzNTI0M15BMl5BanBnXkFtZTgwODU0MTk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.0,"14,601",tt1524575,movie,20 Oct 2015,N/A,Pantelion Films,http://www.facebook.com/TheVaticanTapes,True
246,Utopia,2013–2014,TV-MA,15 Jan 2013,50 min,"Drama, Mystery, Sci-Fi, Thriller",N/A,Dennis Kelly,"Adeel Akhtar, Paul Higgins, Neil Maskell, Fiona O'Shaughnessy","After a group of people, who meet online, discover a bizarre graphic novel which seems to hold mysterious answers, they find themselves being tracked down by a merciless organization known merely as 'The Network'.",English,UK,5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"34,813",tt2384811,series,N/A,N/A,N/A,N/A,True
247,Vacation,2015,R,29 Jul 2015,99 min,"Adventure, Comedy","John Francis Daley, Jonathan Goldstein","Jonathan Goldstein, John Francis Daley, John Hughes (characters)","Ed Helms, Christina Applegate, Skyler Gisondo, Steele Stebbins","Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNTM0ODMxM15BMl5BanBnXkFtZTgwNjM4Nzk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.1,"85,883",tt1524930,movie,03 Nov 2015,"$40,292,843",Warner Bros. Pictures,http://vacationthemovie.com/,True
248,The Gift,2015,R,07 Aug 2015,108 min,"Drama, Mystery, Thriller",Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",A young married couple's lives are thrown into a harrowing tailspin when an acquaintance from the husband's past brings mysterious gifts and a horrifying secret to light after more than 20 years.,English,"USA, Australia, China",2 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTQzMjM2NjM1Nl5BMl5BanBnXkFtZTgwMDM1MjQyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.1,"120,865",tt4178092,movie,27 Oct 2015,"$33,061,006",STX Entertainment,http://giftmovie.com/,True
249,Best of Enemies,1968–1969,N/A,06 Aug 1968,30 min,Comedy,N/A,N/A,"Robert Coote, Tim Barrett, Deryck Guyler",N/A,English,UK,N/A,N/A,[],N/A,N/A,N/A,tt0062546,series,N/A,N/A,N/A,N/A,True
250,Jenny's Wedding,2015,PG-13,31 Jul 2015,94 min,"Comedy, Drama, Romance",Mary Agnes Donoghue,Mary Agnes Donoghue (screenplay),"Katherine Heigl, Tom Wilkinson, Linda Emond, Grace Gummer","Jenny Farrell has led an openly gay life - except with her conventional family. When she finally decides to start a family and marry the woman they thought was just her roommate, the small,...",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjcwMDEzNzE3MV5BMl5BanBnXkFtZTgwNTMzMzgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,5.5,"9,221",tt3289712,movie,29 Dec 2015,N/A,IFC Films,N/A,True
